term,annotation,df
fretting loops.,Material,scienceie
"lateral force, q, is measured and recorded",Task,scienceie
lane selection policy,Task,scienceie
vissim,Process,scienceie
simulation toolkits,Process,scienceie
probabilistic routing,Process,scienceie
drivers,Material,scienceie
vehicle,Material,scienceie
weighbridges,Material,scienceie
graphical microsimulation,Process,scienceie
2d and 3d simulations,Process,scienceie
"probabilistic, ‘roulette wheel’ style",Process,scienceie
piecewise technique,Process,scienceie
fabhemelb,Material,scienceie
python tool,Material,scienceie
automate the construction and management of ensemble simulation workflows,Task,scienceie
fabsim,Material,scienceie
hemelb,Material,scienceie
deployment,Process,scienceie
execution,Process,scienceie
data analysis,Process,scienceie
organize and curate simulation data,Process,scienceie
"automate application deployment, execution and data analysis on remote resources",Task,scienceie
monitor the queue status on remote resources,Process,scienceie
fetch results of completed jobs,Process,scienceie
combine functionalities into single one-line commands,Process,scienceie
electrical resonance of an eddy current probe,Process,scienceie
impedance snr,Material,scienceie
snr,Material,scienceie
defect-decoupling resonance-shift effect,Process,scienceie
near electrical resonance signal enhancement,Process,scienceie
nerse,Process,scienceie
ect inspection,Process,scienceie
electrical impedance,Material,scienceie
eddy current probe,Material,scienceie
highlighted a band of frequencies,Task,scienceie
erp modules,Material,scienceie
hybrid erp system,Process,scienceie
enterprise social software,Process,scienceie
ess,Process,scienceie
erp system,Process,scienceie
erp installation,Process,scienceie
corrosion products,Material,scienceie
cu40zn,Material,scienceie
hydrozincite,Material,scienceie
cu2o,Material,scienceie
dp,Material,scienceie
hz7,Material,scienceie
diamond polished surface,Material,scienceie
simonkolleite,Material,scienceie
nacl-containing droplets,Material,scienceie
cuprite,Material,scienceie
formation rates,Process,scienceie
absorbance units,Process,scienceie
comparisons to be made of the amounts of each species between the two cu40zn surfaces investigated,Task,scienceie
formation of simonkolleite,Process,scienceie
initial spreading,Process,scienceie
formation rate,Process,scienceie
consider cosmological consequences of a conformal-invariant formulation of einstein's general relativity,Task,scienceie
conformal-invariant formulation of einstein's general relativity,Process,scienceie
scale factor,Material,scienceie
planck mass,Material,scienceie
temperature history of the universe,Process,scienceie
mass history,Process,scienceie
conformal-invariant cosmological model,Process,scienceie
massless scalar,Material,scienceie
dilaton,Material,scienceie
massless scalar (dilaton) field,Material,scienceie
einstein's general relativity,Task,scienceie
masses,Material,scienceie
hoyle–narlikar type of mass evolution,Process,scienceie
expansion of the universe,Process,scienceie
supernova ia data,Material,scienceie
effective magnitude–redshift relation,Process,scienceie
cosmological constant,Material,scienceie
high-redshift behavior,Process,scienceie
standard cosmology,Task,scienceie
multispecies model,Process,scienceie
"harmonic, two-body and three-body interactions",Process,scienceie
define a new multispecies model of calogero type in d dimensions,Task,scienceie
"conformal su(1,1) algebra",Process,scienceie
equidistant energy spectra,Process,scienceie
construct ladder operators,Process,scienceie
find their corresponding eigenenergies,Process,scienceie
construct all polynomial eigenstates,Process,scienceie
analysing corresponding fock space,Task,scienceie
describe the geodetic data transformation method,Task,scienceie
terrain digital data,Material,scienceie
terrain data processing,Process,scienceie
fine-resolution (3″ or finer) terrain data bases,Process,scienceie
srtm,Process,scienceie
shuttle radar topographical mission,Process,scienceie
digital elevation model,Process,scienceie
fine-scale (meters up to 100m) atmospheric flow,Process,scienceie
wgs84,Material,scienceie
world geodetic system 84,Material,scienceie
"east, north and up",Material,scienceie
enu,Material,scienceie
cartesian coordinate system,Material,scienceie
3dwf,Process,scienceie
production of anionic polystyrene (ps),Task,scienceie
anionic polystyrene,Material,scienceie
(ps,Material,scienceie
industrial styrene polymerization,Task,scienceie
alkyllithium initiators,Process,scienceie
anionic polymerization of styrene,Process,scienceie
propagating active species,Process,scienceie
termination,Process,scienceie
monomer conversion,Process,scienceie
low molar mass oligomers,Material,scienceie
washing,Process,scienceie
degassing,Process,scienceie
first-principles calculations,Task,scienceie
cambridge serial total energy package,Material,scienceie
plane-wave pseudopotential dft method,Process,scienceie
castep,Material,scienceie
generalized gradient approximation,Process,scienceie
electron–ion interactions,Process,scienceie
vanderbilt-type ultrasoft pseudopotentials,Process,scienceie
brillouin-zone sampling,Process,scienceie
monkhorst-pack scheme,Process,scienceie
nickel,Material,scienceie
ηp structures,Material,scienceie
exchange correlation functional,Process,scienceie
pbe-gga,Process,scienceie
plane wave,Material,scienceie
k-point spacing,Process,scienceie
spin polarization,Process,scienceie
ti alloying,Process,scienceie
electrons carrying quantized orbital angular momentum.,Process,scienceie
lens system,Material,scienceie
reduced schrödinger equation,Process,scienceie
vortices,Material,scienceie
inclusion of spherical aberration,Process,scienceie
creation of nm-sized or smaller electron vortices,Process,scienceie
"round, centered aperture",Material,scienceie
aperture,Material,scienceie
holographic mask,Material,scienceie
plane,Material,scienceie
angular divergence,Process,scienceie
magnetic lenses,Material,scienceie
partial coherence,Process,scienceie
incident wave,Material,scienceie
exponential convergence properties,Process,scienceie
higher solution polynomial orders,Process,scienceie
geometric error,Process,scienceie
reduce this lower bound,Process,scienceie
exponential convergence,Process,scienceie
element boundaries,Material,scienceie
discontinuities are aligned with element boundaries,Process,scienceie
element,Material,scienceie
surface elements,Material,scienceie
smooth solutions,Material,scienceie
geometry parametrisation,Process,scienceie
analytic test cases,Task,scienceie
capture features in the solution,Process,scienceie
capture the geometry,Process,scienceie
combine sets and networks in a single visualization,Task,scienceie
euler diagram,Process,scienceie
single visualization,Process,scienceie
euler diagrams,Process,scienceie
network data,Material,scienceie
transparent hulls,Process,scienceie
graph clusters,Material,scienceie
glyphs,Material,scienceie
"t1, t3 and t4",Process,scienceie
convex hulls,Process,scienceie
vizster,Process,scienceie
compound graphs,Material,scienceie
finding relations between sets,Task,scienceie
visualize grouping information over graphs,Process,scienceie
manual editing,Process,scienceie
the threshold values for removing large caters were determined,Task,scienceie
tools for graphics and shapes,Process,scienceie
mola,Material,scienceie
dems,Material,scienceie
pbth method,Process,scienceie
hrsc,Material,scienceie
dem,Material,scienceie
two-loop qed,Material,scienceie
two-loop qed effective action,Process,scienceie
one-loop action,Process,scienceie
higher loops,Process,scienceie
all-loop effective action,Process,scienceie
analysis of n=2 covariant supergraphs,Task,scienceie
covariant supergraphs,Material,scienceie
d3-brane action,Process,scienceie
ads5×s5,Material,scienceie
coulomb branch,Material,scienceie
gauge group,Material,scienceie
su(n),Material,scienceie
su(n−1)×u(1),Material,scienceie
su(n) sym,Material,scienceie
f6 tests of this conjecture,Task,scienceie
contact methods,Process,scienceie
contact algorithms,Process,scienceie
lagrangian sgh,Process,scienceie
sgh,Material,scienceie
contact surface scheme,Process,scienceie
contact method,Process,scienceie
master–slave approach,Process,scienceie
slave surface,Material,scienceie
ghost mesh,Material,scienceie
slave zones,Material,scienceie
ghost zones,Material,scienceie
cell-centered hydrodynamics,Material,scienceie
cch,Material,scienceie
staggered-grid hydrodynamic,Material,scienceie
solve a riemann-like problem at the node of a zone,Task,scienceie
hemp,Process,scienceie
toody,Process,scienceie
dyna2d,Process,scienceie
contact surface,Material,scienceie
internal node,Material,scienceie
phony elements,Material,scienceie
ghost zone surface area,Material,scienceie
master surface,Material,scienceie
contact surface method,Task,scienceie
nodal-based lagrangian cell-centered hydrodynamics,Process,scienceie
area fraction approach,Process,scienceie
cch methods,Process,scienceie
assembling the miniature adr,Task,scienceie
miniature adr,Material,scienceie
mkcc mr heat switch,Material,scienceie
thermally characterised,Process,scienceie
cryostat constraints,Material,scienceie
tungsten heat switches,Material,scienceie
mkcc heat switch,Material,scienceie
mssl heat switch,Material,scienceie
"20,000 rrr heat switch",Material,scienceie
mkcc switch,Material,scienceie
κ,Process,scienceie
thermal performance,Process,scienceie
kernel extensional matrix matching,Process,scienceie
kemm,Process,scienceie
sentence aligning,Task,scienceie
similarity matrix,Material,scienceie
gale's system,Process,scienceie
sentence alignment,Task,scienceie
construct a select matrix,Process,scienceie
inequality,Process,scienceie
p-norms,Material,scienceie
||y||∞,Material,scienceie
2-norm,Material,scienceie
maximum-norm,Material,scienceie
optimized coefficients,Material,scienceie
vast solution set,Process,scienceie
maximum deviation,Material,scienceie
objective functions,Material,scienceie
extend the accurate wave number coverage,Task,scienceie
1-norm,Material,scienceie
whether carbohydrate coupling increased antigen uptake,Task,scienceie
c-type lectin receptor targeting,Process,scienceie
antigens,Material,scienceie
phrodo red dye,Material,scienceie
invitrogen,Material,scienceie
fluoresces,Process,scienceie
endosomes,Material,scienceie
neoglycocomplexes,Material,scienceie
bone marrow derived dendritic cells,Material,scienceie
bmdcs,Material,scienceie
mannan-conjugates mn–ova and mn–pap,Material,scienceie
ingestion,Process,scienceie
intradermal needle-injection,Task,scienceie
facs analysis,Process,scienceie
phrodo-labeled antigen,Material,scienceie
